lambda,x,density
0.0,-7.727727727727728,2.982295039414707e-08
0.0,-7.711711711711712,3.262054480533797e-08
0.0,-7.6956956956956954,3.567142114108562e-08
0.0,-7.67967967967968,3.8997629743124895e-08
0.0,-7.663663663663664,4.262305841695933e-08
0.0,-7.647647647647648,4.6573578121413175e-08
0.0,-7.631631631631632,5.0877199561640495e-08
0.0,-7.615615615615615,5.556424144712743e-08
0.0,-7.5995995995996,6.066751122499736e-08
0.0,-7.583583583583583,6.622249915050974e-08
0.0,-7.5675675675675675,7.22675866111029e-08
0.0,-7.551551551551552,7.884426967788655e-08
0.0,-7.535535535535535,8.599739891919985e-08
0.0,-7.51951951951952,9.377543657492771e-08
0.0,-7.503503503503503,1.0223073225783861e-07
0.0,-7.4874874874874875,1.1141981841939496e-07
0.0,-7.471471471471472,1.214037268925334e-07
0.0,-7.455455455455455,1.322483279028721e-07
0.0,-7.43943943943944,1.4402469302294932e-07
0.0,-7.423423423423423,1.5680948363153897e-07
0.0,-7.407407407407407,1.706853665319899e-07
0.0,-7.391391391391391,1.8574145848017923e-07
0.0,-7.375375375375375,2.020738014740568e-07
0.0,-7.35935935935936,2.1978587076330928e-07
0.0,-7.343343343343343,2.3898911764932447e-07
0.0,-7.327327327327327,2.5980354926281595e-07
0.0,-7.311311311311311,2.8235834762920374e-07
0.0,-7.295295295295295,3.067925304604013e-07
0.0,-7.2792792792792795,3.3325565624626146e-07
0.0,-7.263263263263263,3.619085763597028e-07
0.0,-7.247247247247247,3.9292423703675505e-07
0.0,-7.231231231231231,4.2648853424659875e-07
0.0,-7.215215215215215,4.6280122462727674e-07
0.0,-7.1991991991991995,5.020768958304747e-07
0.0,-7.183183183183183,5.445459997935819e-07
0.0,-7.167167167167167,5.904559526395719e-07
0.0,-7.151151151151151,6.400723050951748e-07
0.0,-7.135135135135135,6.936799875153983e-07
0.0,-7.119119119119119,7.515846338083145e-07
0.0,-7.103103103103103,8.141139887676892e-07
0.0,-7.087087087087087,8.81619403543335e-07
0.0,-7.071071071071071,9.544774242097552e-07
0.0,-7.055055055055055,1.0330914786328722e-06
0.0,-7.039039039039039,1.1178936670829477e-06
0.0,-7.023023023023023,1.209346662298756e-06
0.0,-7.007007007007007,1.3079457249742303e-06
0.0,-6.990990990990991,1.414220840914292e-06
0.0,-6.974974974974975,1.5287389863908335e-06
0.0,-6.958958958958959,1.6521065285241014e-06
0.0,-6.942942942942943,1.7849717678177652e-06
0.0,-6.926926926926927,1.9280276302888324e-06
0.0,-6.910910910910911,2.08201451695581e-06
0.0,-6.894894894894895,2.247723318779939e-06
0.0,-6.878878878878879,2.4259986054956914e-06
0.0,-6.862862862862863,2.617741997116683e-06
0.0,-6.846846846846847,2.8239157272630797e-06
0.0,-6.8308308308308305,3.0455464078253046e-06
0.0,-6.814814814814815,3.2837290048561713e-06
0.0,-6.798798798798799,3.539631035970604e-06
0.0,-6.782782782782783,3.81449699992651e-06
0.0,-6.766766766766767,4.109653049463903e-06
0.0,-6.7507507507507505,4.426511918890689e-06
0.0,-6.734734734734735,4.766578118321635e-06
0.0,-6.718718718718719,5.131453406903698e-06
0.0,-6.702702702702703,5.522842557792817e-06
0.0,-6.686686686686687,5.9425594280860995e-06
0.0,-6.67067067067067,6.392533347358179e-06
0.0,-6.654654654654655,6.874815838898595e-06
0.0,-6.638638638638639,7.391587688202089e-06
0.0,-6.622622622622623,7.945166373719036e-06
0.0,-6.606606606606607,8.538013875334142e-06
0.0,-6.59059059059059,9.172744876502526e-06
0.0,-6.574574574574575,9.852135376433908e-06
0.0,-6.558558558558559,1.057913172917886e-05
0.0,-6.5425425425425425,1.1356860126929942e-05
0.0,-6.526526526526526,1.218863654530986e-05
0.0,-6.51051051051051,1.3077977168872413e-05
0.0,-6.494494494494495,1.402860931549072e-05
0.0,-6.478478478478479,1.5044482878748823e-05
0.0,-6.4624624624624625,1.612978230788792e-05
0.0,-6.446446446446446,1.7288939145281248e-05
0.0,-6.43043043043043,1.85266451418243e-05
0.0,-6.414414414414415,1.984786597102652e-05
0.0,-6.398398398398399,2.125785556297251e-05
0.0,-6.382382382382382,2.276217107968912e-05
0.0,-6.366366366366366,2.4366688553798576e-05
0.0,-6.35035035035035,2.6077619212665464e-05
0.0,-6.334334334334335,2.790152651054363e-05
0.0,-6.318318318318318,2.98453438915045e-05
0.0,-6.302302302302302,3.191639330617211e-05
0.0,-6.286286286286286,3.412240450550698e-05
0.0,-6.27027027027027,3.647153513505407e-05
0.0,-6.2542542542542545,3.897239165321869e-05
0.0,-6.238238238238238,4.163405109723037e-05
0.0,-6.222222222222222,4.446608372051561e-05
0.0,-6.206206206206206,4.747857652521461e-05
0.0,-6.19019019019019,5.068215771353312e-05
0.0,-6.1741741741741745,5.4088022081540956e-05
0.0,-6.158158158158158,5.7707957378870566e-05
0.0,-6.142142142142142,6.155437165757168e-05
0.0,-6.126126126126126,6.564032163310897e-05
0.0,-6.11011011011011,6.997954208014396e-05
0.0,-6.094094094094094,7.458647628535154e-05
0.0,-6.078078078078078,7.947630757902603e-05
0.0,-6.062062062062062,8.466499196668184e-05
0.0,-6.046046046046046,9.016929188121421e-05
0.0,-6.03003003003003,9.60068110754491e-05
0.0,-6.014014014014014,0.00010219603067411166
0.0,-5.997997997997998,0.00010875634640331745
0.0,-5.981981981981982,0.00011570810701469336
0.0,-5.965965965965966,0.00012307265392012872
0.0,-5.94994994994995,0.0001308723620519307
0.0,-5.933933933933934,0.00013913068196185673
0.0,-5.917917917917918,0.00014787218317103827
0.0,-5.901901901901902,0.0001571225987812728
0.0,-5.885885885885886,0.0001669088713564894
0.0,-5.86986986986987,0.00017725920008137958
0.0,-5.853853853853854,0.00018820308920228387
0.0,-5.837837837837838,0.00019977139775334776
0.0,-5.821821821821822,0.0002119963905687811
0.0,-5.8058058058058055,0.00022491179057973314
0.0,-5.78978978978979,0.00023855283239180395
0.0,-5.773773773773774,0.00025295631713663573
0.0,-5.757757757757758,0.0002681606685882346
0.0,-5.741741741741741,0.00028420599053179113
0.0,-5.7257257257257255,0.0003011341253697082
0.0,-5.70970970970971,0.0003189887139463291
0.0,-5.693693693693694,0.00033781525656949784
0.0,-5.677677677677678,0.00035766117520357555
0.0,-5.661661661661661,0.0003785758768048527
0.0,-5.645645645645645,0.0004006108177664783
0.0,-5.62962962962963,0.00042381956943603845
0.0,-5.613613613613614,0.00044825788466475766
0.0,-5.597597597597598,0.00047398376534303296
0.0,-5.581581581581581,0.0005010575308725242
0.0,-5.565565565565565,0.0005295418875204453
0.0,-5.54954954954955,0.000559501998596933
0.0,-5.533533533533534,0.0005910055553914549
0.0,-5.5175175175175175,0.0006241228487992019
0.0,-5.501501501501501,0.0006589268415631793
0.0,-5.485485485485485,0.0006954932410524254
0.0,-5.46946946946947,0.0007339005724912981
0.0,-5.453453453453454,0.0007742302525491814
0.0,-5.4374374374374375,0.0008165666631942872
0.0,-5.421421421421421,0.000860997225709377
0.0,-5.405405405405405,0.0009076124747613244
0.0,-5.38938938938939,0.0009565061324104081
0.0,-5.373373373373374,0.0010077751819390964
0.0,-5.357357357357357,0.0010615199413739243
0.0,-5.341341341341341,0.0011178441365677725
0.0,-5.325325325325325,0.0011768549737035767
0.0,-5.3093093093093096,0.001238663211074093
0.0,-5.293293293293294,0.0013033832299859545
0.0,-5.277277277277277,0.0013711331046298747
0.0,-5.261261261261261,0.0014420346707523619
0.0,-5.245245245245245,0.001516213592957978
0.0,-5.2292292292292295,0.0015937994304647315
0.0,-5.213213213213214,0.0016749257011288202
0.0,-5.197197197197197,0.0017597299435487424
0.0,-5.181181181181181,0.0018483537770524754
0.0,-5.165165165165165,0.00194094295936541
0.0,-5.1491491491491495,0.002037647441750638
0.0,-5.133133133133134,0.0021386214214073247
0.0,-5.117117117117117,0.0022440233909072713
0.0,-5.101101101101101,0.0023540161844441115
0.0,-5.085085085085085,0.0024687670206643662
0.0,-5.069069069069069,0.002588447541844367
0.0,-5.053053053053053,0.0027132338491722007
0.0,-5.037037037037037,0.0028433065338892612
0.0,-5.021021021021021,0.0029788507040416777
0.0,-5.005005005005005,0.003120056006587753
0.0,-4.988988988988989,0.0032671166446041466
0.0,-4.972972972972973,0.00342023138932992
0.0,-4.956956956956957,0.00357960358678488
0.0,-4.940940940940941,0.003745441158696181
0.0,-4.924924924924925,0.003917956597464814
0.0,-4.908908908908909,0.004097366954902466
0.0,-4.892892892892893,0.0042838938244676985
0.0,-4.876876876876877,0.0044777633167301
0.0,-4.8608608608608606,0.004679206027791058
0.0,-4.844844844844845,0.004888457000389995
0.0,-4.828828828828829,0.0051057556774266035
0.0,-4.812812812812813,0.005331345847630734
0.0,-4.796796796796797,0.0055654755831144416
0.0,-4.7807807807807805,0.005808397168543708
0.0,-4.764764764764765,0.006060367021670625
0.0,-4.748748748748749,0.006321645604972095
0.0,-4.732732732732733,0.006592497328145389
0.0,-4.716716716716716,0.006873190441217463
0.0,-4.7007007007007005,0.007163996918031408
0.0,-4.684684684684685,0.0074651923298808525
0.0,-4.668668668668669,0.007777055709071338
0.0,-4.652652652652653,0.008099869402197056
0.0,-4.636636636636636,0.008433918912930874
0.0,-4.62062062062062,0.008779492734136743
0.0,-4.604604604604605,0.009136882169124873
0.0,-4.588588588588589,0.009506381141882516
0.0,-4.5725725725725725,0.00988828599612685
0.0,-4.556556556556556,0.010282895283040234
0.0,-4.54054054054054,0.010690509537563566
0.0,-4.524524524524525,0.011111431043139108
0.0,-4.508508508508509,0.01154596358481097
0.0,-4.4924924924924925,0.011994412190609363
0.0,-4.476476476476476,0.012457082861162923
0.0,-4.46046046046046,0.012934282287503035
0.0,-4.444444444444445,0.013426317557044178
0.0,-4.428428428428429,0.01393349584774516
0.0,-4.412412412412412,0.014456124110478247
0.0,-4.396396396396396,0.014994508739655516
0.0,-4.38038038038038,0.01554895523218531
0.0,-4.364364364364365,0.01611976783485572
0.0,-4.348348348348349,0.016707249180266438
0.0,-4.332332332332332,0.01731169991145638
0.0,-4.316316316316316,0.017933418295400076
0.0,-4.3003003003003,0.01857269982557284
0.0,-4.2842842842842845,0.019229836813811737
0.0,-4.268268268268269,0.019905117971726984
0.0,-4.252252252252252,0.020598827981947204
0.0,-4.236236236236236,0.02131124705950971
0.0,-4.22022022022022,0.022042650503737014
0.0,-4.2042042042042045,0.022793308240969156
0.0,-4.188188188188189,0.02356348435855122
0.0,-4.172172172172172,0.024353436630505574
0.0,-4.156156156156156,0.025163416035347597
0.0,-4.14014014014014,0.025993666266534057
0.0,-4.124124124124124,0.026844423236063116
0.0,-4.108108108108109,0.027715914571774088
0.0,-4.092092092092092,0.02860835910892605
0.0,-4.076076076076076,0.02952196637666244
0.0,-4.06006006006006,0.030456936079999233
0.0,-4.044044044044044,0.03141345757800202
0.0,-4.028028028028028,0.03239170935884586
0.0,-4.012012012012012,0.03339185851247979
0.0,-3.9959959959959956,0.03441406020164555
0.0,-3.97997997997998,0.03545845713202423
0.0,-3.9639639639639643,0.036525179022313795
0.0,-3.947947947947948,0.03761434207506146
0.0,-3.931931931931932,0.03872604844910105
0.0,-3.9159159159159156,0.039860385734468345
0.0,-3.8998998998999,0.04101742643068646
0.0,-3.8838838838838843,0.04219722742933747
0.0,-3.8678678678678677,0.04339982950185219
0.0,-3.851851851851852,0.04462525679346941
0.0,-3.8358358358358355,0.045873516324333063
0.0,-3.81981981981982,0.04714459749870709
0.0,-3.8038038038038042,0.04843847162330561
0.0,-3.7877877877877877,0.049755091435742846
0.0,-3.771771771771772,0.05109439064411965
0.0,-3.7557557557557555,0.05245628347877122
0.0,-3.73973973973974,0.05384066425720385
0.0,-3.723723723723724,0.0552474069632564
0.0,-3.7077077077077076,0.05667636484152005
0.0,-3.691691691691692,0.058127370008052265
0.0,-3.6756756756756754,0.05960023307841817
0.0,-3.65965965965966,0.06109474281408549
0.0,-3.643643643643644,0.06261066578819664
0.0,-3.6276276276276276,0.06414774607172767
0.0,-3.611611611611612,0.06570570494103525
0.0,-3.5955955955955954,0.0672842406077792
0.0,-3.5795795795795797,0.06888302797218825
0.0,-3.563563563563563,0.07050171840062365
0.0,-3.5475475475475475,0.07213993952836763
0.0,-3.531531531531532,0.07379729508854667
0.0,-3.5155155155155153,0.07547336476806785
0.0,-3.4994994994994997,0.07716770409142164
0.0,-3.483483483483483,0.07887984433317317
0.0,-3.4674674674674675,0.08060929245992844
0.0,-3.451451451451452,0.08235553110253
0.0,-3.4354354354354353,0.08411801855919475
0.0,-3.4194194194194196,0.08589618883026874
0.0,-3.403403403403403,0.08768945168523123
0.0,-3.3873873873873874,0.0894971927625324
0.0,-3.3713713713713718,0.09131877370280704
0.0,-3.3553553553553552,0.09315353231595232
0.0,-3.3393393393393396,0.09500078278250963
0.0,-3.323323323323323,0.09685981588973781
0.0,-3.3073073073073074,0.0987298993027061
0.0,-3.2912912912912917,0.10061027787068424
0.0,-3.275275275275275,0.10250017396904275
0.0,-3.2592592592592595,0.10439878787682008
0.0,-3.243243243243243,0.10630529819005205
0.0,-3.2272272272272273,0.10821886227089156
0.0,-3.2112112112112117,0.11013861673248918
0.0,-3.195195195195195,0.11206367795953333
0.0,-3.1791791791791795,0.11399314266428695
0.0,-3.163163163163163,0.11592608847788939
0.0,-3.1471471471471473,0.1178615745766221
0.0,-3.1311311311311307,0.11979864234277285
0.0,-3.115115115115115,0.12173631605965891
0.0,-3.0990990990990994,0.12367360364030648
0.0,-3.083083083083083,0.12560949738920896
0.0,-3.067067067067067,0.12754297479652119
0.0,-3.0510510510510507,0.12947299936397805
0.0,-3.035035035035035,0.13139852146175307
0.0,-3.0190190190190194,0.13331847921541187
0.0,-3.003003003003003,0.1352317994220405
0.0,-2.986986986986987,0.13713739849456766
0.0,-2.9709709709709706,0.1390341834332339
0.0,-2.954954954954955,0.1409210528230931
0.0,-2.9389389389389393,0.14279689785637445
0.0,-2.9229229229229228,0.1446606033784675
0.0,-2.906906906906907,0.14651104895623537
0.0,-2.8908908908908906,0.14834710996730535
0.0,-2.874874874874875,0.1501676587089259
0.0,-2.8588588588588593,0.15197156552493218
0.0,-2.8428428428428427,0.15375769994930558
0.0,-2.826826826826827,0.1555249318647674
0.0,-2.8108108108108105,0.15727213267480192
0.0,-2.794794794794795,0.15899817648745698
0.0,-2.778778778778779,0.1607019413092359
0.0,-2.7627627627627627,0.16238231024735186
0.0,-2.746746746746747,0.16403817271858606
0.0,-2.7307307307307305,0.16566842566295942
0.0,-2.714714714714715,0.16727197476039812
0.0,-2.698698698698699,0.16884773564855438
0.0,-2.6826826826826826,0.17039463513991754
0.0,-2.666666666666667,0.17191161243633998
0.0,-2.6506506506506504,0.17339762033908612
0.0,-2.6346346346346348,0.1748516264525041
0.0,-2.618618618618619,0.1762726143794169
0.0,-2.6026026026026026,0.1776595849063255
0.0,-2.586586586586587,0.17901155717652115
0.0,-2.5705705705705704,0.18032756984921186
0.0,-2.5545545545545547,0.18160668224277454
0.0,-2.538538538538538,0.18284797546026507
0.0,-2.5225225225225225,0.18405055349533098
0.0,-2.506506506506507,0.1852135443167001
0.0,-2.4904904904904903,0.18633610092943967
0.0,-2.4744744744744747,0.18741740241121538
0.0,-2.458458458458458,0.188456654921812
0.0,-2.4424424424424425,0.18945309268421542
0.0,-2.426426426426427,0.1904059789355998
0.0,-2.4104104104104103,0.19131460684660645
0.0,-2.3943943943943946,0.19217830040735345
0.0,-2.378378378378378,0.19299641527866548
0.0,-2.3623623623623624,0.19376833960707038
0.0,-2.3463463463463468,0.19449349480216924
0.0,-2.33033033033033,0.19517133627504793
0.0,-2.3143143143143146,0.19580135413646504
0.0,-2.298298298298298,0.19638307385361953
0.0,-2.2822822822822824,0.19691605686437166
0.0,-2.2662662662662667,0.1973999011478669
0.0,-2.25025025025025,0.19783424175058634
0.0,-2.2342342342342345,0.1982187512669279
0.0,-2.218218218218218,0.19855314027350232
0.0,-2.2022022022022023,0.19883715771641036
0.0,-2.1861861861861867,0.19907059125085266
0.0,-2.17017017017017,0.19925326753250971
0.0,-2.1541541541541545,0.19938505246021473
0.0,-2.138138138138138,0.19946585136953401
0.0,-2.1221221221221223,0.19949560917695447
0.0,-2.1061061061061057,0.19947431047447173
0.0,-2.09009009009009,0.1994019795744598
0.0,-2.0740740740740744,0.19927868050479627
0.0,-2.058058058058058,0.19910451695430592
0.0,-2.042042042042042,0.1988796321686781
0.0,-2.0260260260260257,0.1986042087971022
0.0,-2.01001001001001,0.19827846868995644
0.0,-1.9939939939939944,0.1979026726479734
0.0,-1.9779779779779778,0.19747712012339466
0.0,-1.9619619619619622,0.1970021488737132
0.0,-1.9459459459459456,0.196478134568688
0.0,-1.92992992992993,0.19590549035139987
0.0,-1.9139139139139143,0.19528466635419803
0.0,-1.8978978978978978,0.19461614917047004
0.0,-1.881881881881882,0.19390046128324306
0.0,-1.8658658658658656,0.1931381604517014
0.0,-1.84984984984985,0.1923298390567798
0.0,-1.8338338338338342,0.1914761234070599
0.0,-1.8178178178178177,0.19057767300626804
0.0,-1.801801801801802,0.18963517978373545
0.0,-1.7857857857857855,0.18864936728924447
0.0,-1.7697697697697699,0.18762098985374345
0.0,-1.7537537537537542,0.1865508317174664
0.0,-1.7377377377377377,0.18543970612704802
0.0,-1.721721721721722,0.18428845440327024
0.0,-1.7057057057057055,0.1830979449811212
0.0,-1.6896896896896898,0.18186907242389072
0.0,-1.6736736736736741,0.1806027564130589
0.0,-1.6576576576576576,0.17929994071577124
0.0,-1.641641641641642,0.17796159213172097
0.0,-1.6256256256256254,0.17658869942128191
0.0,-1.6096096096096097,0.1751822722167614
0.0,-1.593593593593594,0.17374333991865257
0.0,-1.5775775775775776,0.17227295057878456
0.0,-1.561561561561562,0.17077216977227216
0.0,-1.5455455455455454,0.16924207946017356
0.0,-1.5295295295295297,0.16768377684476532
0.0,-1.5135135135135132,0.16609837321933732
0.0,-1.4974974974974975,0.16448699281440587
0.0,-1.4814814814814818,0.1628507716422273
0.0,-1.4654654654654653,0.1611908563414827
0.0,-1.4494494494494496,0.15950840302398125
0.0,-1.433433433433433,0.15780457612520699
0.0,-1.4174174174174174,0.15608054726050827
0.0,-1.4014014014014018,0.1543374940886952
0.0,-1.3853853853853852,0.152576599184778
0.0,-1.3693693693693696,0.15079904892354154
0.0,-1.353353353353353,0.14900603237560642
0.0,-1.3373373373373374,0.14719874021758927
0.0,-1.3213213213213217,0.1453783636579188
0.0,-1.3053053053053052,0.14354609337982194
0.0,-1.2892892892892895,0.14170311850293552
0.0,-1.273273273273273,0.13985062556494426
0.0,-1.2572572572572573,0.13798979752459042
0.0,-1.2412412412412417,0.1361218127873338
0.0,-1.2252252252252251,0.1342478442548848
0.0,-1.2092092092092095,0.13236905839976282
0.0,-1.193193193193193,0.13048661436596637
0.0,-1.1771771771771773,0.1286016630967776
0.0,-1.1611611611611616,0.1267153464906453
0.0,-1.145145145145145,0.1248287965860279
0.0,-1.1291291291291294,0.12294313477599993
0.0,-1.113113113113113,0.12105947105335263
0.0,-1.0970970970970972,0.11917890328684876
0.0,-1.0810810810810807,0.11730251652921064
0.0,-1.065065065065065,0.11543138235735252
0.0,-1.0490490490490494,0.11356655824528471
0.0,-1.0330330330330328,0.11170908697004889
0.0,-1.0170170170170172,0.1098599960509634
0.0,-1.0010010010010006,0.10802029722238246
0.0,-0.984984984984985,0.10619098594010208
0.0,-0.9689689689689693,0.10437304092146538
0.0,-0.9529529529529528,0.10256742371915194
0.0,-0.9369369369369371,0.10077507832855966
0.0,-0.9209209209209206,0.09899693082861621
0.0,-0.9049049049049049,0.09723388905579013
0.0,-0.8888888888888893,0.09548684231099704
0.0,-0.8728728728728727,0.0937566610990347
0.0,-0.8568568568568571,0.09204419690011131
0.0,-0.8408408408408405,0.09035028197296714
0.0,-0.8248248248248249,0.08867572918903084
0.0,-0.8088088088088092,0.08702133189698713
0.0,-0.7927927927927927,0.08538786381707866
0.0,-0.776776776776777,0.08377607896440646
0.0,-0.7607607607607605,0.08218671160044029
0.0,-0.7447447447447448,0.08062047621190185
0.0,-0.7287287287287292,0.07907806751613078
0.0,-0.7127127127127126,0.07756016049200247
0.0,-0.696696696696697,0.07606741043542077
0.0,-0.6806806806806804,0.07460045303836774
0.0,-0.6646646646646648,0.07315990449045896
0.0,-0.6486486486486491,0.07174636160191299
0.0,-0.6326326326326326,0.07036040194681667
0.0,-0.6166166166166169,0.06900258402553675
0.0,-0.6006006006006004,0.06767344744510193
0.0,-0.5845845845845847,0.0663735131163603
0.0,-0.5685685685685691,0.06510328346669281
0.0,-0.5525525525525525,0.06386324266705096
0.0,-0.5365365365365369,0.06265385687207163
0.0,-0.5205205205205203,0.06147557447201058
0.0,-0.5045045045045047,0.060328826355232054
0.0,-0.48848848848848814,0.05921402617998388
0.0,-0.4724724724724725,0.05813157065418994
0.0,-0.4564564564564568,0.057081839821990374
0.0,-0.4404404404404403,0.05606519735576785
0.0,-0.42442442442442463,0.055081990852403936
0.0,-0.4084084084084081,0.05413255213252082
0.0,-0.39239239239239243,0.05321719754147865
0.0,-0.3763763763763768,0.05233622825091266
0.0,-0.36036036036036023,0.0514899305596163
0.0,-0.3443443443443446,0.05067857619259676
0.0,-0.32832832832832803,0.04990242259715368
0.0,-0.3123123123123124,0.049161713234861265
0.0,-0.2962962962962967,0.048456677868360436
0.0,-0.2802802802802802,0.0477875328419028
0.0,-0.2642642642642645,0.04715448135462083
0.0,-0.24824824824824798,0.046557713725535604
0.0,-0.23223223223223233,0.045997407649353395
0.0,-0.21621621621621667,0.04547372844214154
0.0,-0.20020020020020013,0.044986829276018894
0.0,-0.18418418418418447,0.044536851402039376
0.0,-0.16816816816816793,0.04412392436049431
0.0,-0.15215215215215228,0.043748166177907846
0.0,-0.13613613613613662,0.043409683550048574
0.0,-0.12012012012012008,0.04310857201033257
0.0,-0.10410410410410442,0.04284491608304522
0.0,-0.08808808808808788,0.04261878942086259
0.0,-0.07207207207207222,0.042430254926209
0.0,-0.05605605605605568,0.04227936485604205
0.0,-0.040040040040040026,0.04216616090971391
0.0,-0.02402402402402437,0.042090674299614855
0.0,-0.008008008008007828,0.042052925804363026
0.0,0.008008008008008716,0.042052925804363026
0.0,0.02402402402402437,0.042090674299614855
0.0,0.040040040040040026,0.04216616090971391
0.0,0.05605605605605568,0.04227936485604205
0.0,0.07207207207207134,0.042430254926209
0.0,0.08808808808808877,0.0426187894208626
0.0,0.10410410410410442,0.04284491608304522
0.0,0.12012012012012008,0.04310857201033257
0.0,0.13613613613613573,0.04340968355004855
0.0,0.1521521521521514,0.04374816617790782
0.0,0.16816816816816882,0.04412392436049433
0.0,0.18418418418418447,0.044536851402039376
0.0,0.20020020020020013,0.044986829276018894
0.0,0.21621621621621578,0.04547372844214151
0.0,0.23223223223223144,0.04599740764935335
0.0,0.24824824824824887,0.04655771372553564
0.0,0.2642642642642645,0.04715448135462083
0.0,0.2802802802802802,0.0477875328419028
0.0,0.29629629629629584,0.0484566778683604
0.0,0.3123123123123115,0.04916171323486122
0.0,0.3283283283283289,0.049902422597153724
0.0,0.3443443443443446,0.05067857619259676
0.0,0.36036036036036023,0.0514899305596163
0.0,0.3763763763763759,0.05233622825091261
0.0,0.39239239239239154,0.0532171975414786
0.0,0.408408408408409,0.05413255213252087
0.0,0.42442442442442463,0.055081990852403936
0.0,0.4404404404404403,0.05606519735576785
0.0,0.45645645645645594,0.05708183982199033
0.0,0.4724724724724716,0.05813157065418988
0.0,0.488488488488489,0.05921402617998394
0.0,0.5045045045045047,0.060328826355232054
0.0,0.5205205205205203,0.06147557447201058
0.0,0.536536536536536,0.06265385687207158
0.0,0.5525525525525516,0.06386324266705089
0.0,0.5685685685685691,0.06510328346669281
0.0,0.5845845845845847,0.0663735131163603
0.0,0.6006006006006004,0.06767344744510193
0.0,0.616616616616616,0.06900258402553668
0.0,0.6326326326326317,0.0703604019468166
0.0,0.6486486486486491,0.07174636160191299
0.0,0.6646646646646648,0.07315990449045896
0.0,0.6806806806806804,0.07460045303836774
0.0,0.6966966966966961,0.07606741043542069
0.0,0.7127127127127117,0.0775601604920024
0.0,0.7287287287287292,0.07907806751613078
0.0,0.7447447447447448,0.08062047621190185
0.0,0.7607607607607605,0.08218671160044029
0.0,0.7767767767767761,0.08377607896440636
0.0,0.7927927927927936,0.08538786381707875
0.0,0.8088088088088092,0.08702133189698713
0.0,0.8248248248248249,0.08867572918903084
0.0,0.8408408408408405,0.09035028197296714
0.0,0.8568568568568562,0.09204419690011122
0.0,0.8728728728728736,0.09375666109903479
0.0,0.8888888888888893,0.09548684231099704
0.0,0.9049049049049049,0.09723388905579013
0.0,0.9209209209209206,0.09899693082861621
0.0,0.9369369369369362,0.10077507832855956
0.0,0.9529529529529537,0.10256742371915205
0.0,0.9689689689689693,0.10437304092146538
0.0,0.984984984984985,0.10619098594010208
0.0,1.0010010010010006,0.10802029722238246
0.0,1.0170170170170163,0.10985999605096332
0.0,1.0330330330330337,0.111709086970049
0.0,1.0490490490490494,0.11356655824528471
0.0,1.065065065065065,0.11543138235735252
0.0,1.0810810810810807,0.11730251652921064
0.0,1.0970970970970964,0.11917890328684864
0.0,1.1131131131131138,0.12105947105335274
0.0,1.1291291291291294,0.12294313477599993
0.0,1.145145145145145,0.1248287965860279
0.0,1.1611611611611607,0.1267153464906452
0.0,1.1771771771771764,0.12860166309677748
0.0,1.1931931931931938,0.13048661436596648
0.0,1.2092092092092095,0.13236905839976282
0.0,1.2252252252252251,0.1342478442548848
0.0,1.2412412412412408,0.1361218127873337
0.0,1.2572572572572565,0.1379897975245903
0.0,1.2732732732732739,0.13985062556494438
0.0,1.2892892892892895,0.14170311850293552
0.0,1.3053053053053052,0.14354609337982194
0.0,1.3213213213213209,0.1453783636579187
0.0,1.3373373373373365,0.1471987402175892
0.0,1.353353353353354,0.14900603237560653
0.0,1.3693693693693696,0.15079904892354154
0.0,1.3853853853853852,0.152576599184778
0.0,1.401401401401401,0.1543374940886951
0.0,1.4174174174174166,0.15608054726050818
0.0,1.433433433433434,0.15780457612520707
0.0,1.4494494494494496,0.15950840302398125
0.0,1.4654654654654653,0.1611908563414827
0.0,1.481481481481481,0.1628507716422272
0.0,1.4974974974974966,0.1644869928144058
0.0,1.513513513513514,0.1660983732193374
0.0,1.5295295295295297,0.16768377684476532
0.0,1.5455455455455454,0.16924207946017356
0.0,1.561561561561561,0.17077216977227208
0.0,1.5775775775775767,0.1722729505787845
0.0,1.593593593593594,0.17374333991865257
0.0,1.6096096096096097,0.1751822722167614
0.0,1.6256256256256254,0.17658869942128191
0.0,1.641641641641641,0.1779615921317209
0.0,1.6576576576576567,0.17929994071577118
0.0,1.6736736736736741,0.1806027564130589
0.0,1.6896896896896898,0.18186907242389072
0.0,1.7057057057057055,0.1830979449811212
0.0,1.721721721721721,0.18428845440327016
0.0,1.7377377377377385,0.1854397061270481
0.0,1.7537537537537542,0.1865508317174664
0.0,1.7697697697697699,0.18762098985374345
0.0,1.7857857857857855,0.18864936728924447
0.0,1.8018018018018012,0.18963517978373542
0.0,1.8178178178178186,0.1905776730062681
0.0,1.8338338338338342,0.1914761234070599
0.0,1.84984984984985,0.1923298390567798
0.0,1.8658658658658656,0.1931381604517014
0.0,1.8818818818818812,0.193900461283243
0.0,1.8978978978978986,0.19461614917047007
0.0,1.9139139139139143,0.19528466635419803
0.0,1.92992992992993,0.19590549035139987
0.0,1.9459459459459456,0.196478134568688
0.0,1.9619619619619613,0.19700214887371317
0.0,1.9779779779779787,0.1974771201233947
0.0,1.9939939939939944,0.1979026726479734
0.0,2.01001001001001,0.19827846868995644
0.0,2.0260260260260257,0.1986042087971022
0.0,2.0420420420420413,0.19887963216867807
0.0,2.0580580580580587,0.19910451695430595
0.0,2.0740740740740744,0.19927868050479627
0.0,2.09009009009009,0.1994019795744598
