t,lambda_t,R_t
0.73125,-1.6007717410645212,2.458344182086173
0.73175,-1.6049774314421257,2.4540447381958397
0.73225,-1.609189015037951,2.449743780527413
0.73275,-1.6134065188117912,2.44544131173394
0.73325,-1.6176299698665644,2.4411373344693983
0.73375,-1.6218593954494223,2.436831851388697
0.73425,-1.6260948229528542,2.4325248651476756
0.73475,-1.6303362799158179,2.4282163784030995
0.73525,-1.6345837940248664,2.4239063938126595
0.73575,-1.6388373931152957,2.419594914034969
0.73625,-1.6430971051722933,2.4152819417295683
0.73675,-1.6473629583321103,2.4109674795569145
0.73725,-1.6516349808832331,2.406651530178385
0.73775,-1.6559132012675735,2.4023340962562703
0.73825,-1.660197648081662,2.398015180453786
0.73875,-1.6644883500778638,2.393694785435054
0.73925,-1.6687853361655973,2.389372913865111
0.73975,-1.673088635412568,2.3850495684099036
0.74025,-1.6773982770460085,2.3807247517362913
0.74075,-1.6817142904539468,2.3763984665120343
0.74125,-1.6860367051864604,2.372070715405806
0.74175,-1.690365550956969,2.367741501087179
0.74225,-1.6947008576435183,2.363410826226633
0.74275,-1.6990426552900983,2.3590786934955417
0.74325,-1.7033909741079458,2.3547451055661845
0.74375,-1.7077458444768878,2.350410065111736
0.74425,-1.712107296946681,2.3460735748062675
0.74475,-1.7164753622383706,2.3417356373247418
0.74525,-1.7208500712456538,2.33739625534302
0.74575,-1.7252314550362746,2.333055431537849
0.74625,-1.7296195448534126,2.3287131685868667
0.74675,-1.7340143721170995,2.324369469168599
0.74725,-1.7384159684256357,2.3200243359624593
0.74775,-1.7428243655570386,2.315677771648745
0.74825,-1.7472395954704916,2.311329778908632
0.74875,-1.7516616903078106,2.306980360424182
0.74925,-1.7560906823949234,2.3026295188783363
0.74975,-1.7605266042433763,2.298277256954911
0.75025,-1.7649694885518317,2.293923577338601
0.75075,-1.7694193682076083,2.289568482714972
0.75125,-1.7738762762882083,2.285211975770471
0.75175,-1.7783402460628932,2.280854059192403
0.75225,-1.7828113109942372,2.276494735668955
0.75275,-1.7872895047397286,2.2721340078891763
0.75325,-1.791774861153371,2.2677718785429812
0.75375,-1.796267414287305,2.2634083503211495
0.75425,-1.8007671983934395,2.2590434259153276
0.75475,-1.8052742479251151,2.2546771080180186
0.75525,-1.8097885975387682,2.2503093993225862
0.75575,-1.814310282095622,2.245940302523253
0.75625,-1.818839336663387,2.2415698203150978
0.75675,-1.8233757965179882,2.237197955394054
0.75725,-1.8279196971453022,2.232824710456907
0.75775,-1.8324710742429178,2.2284500882012934
0.75825,-1.8370299637219047,2.2240740913257016
0.75875,-1.8415964017086206,2.2196967225294646
0.75925,-1.8461704245465085,2.2153179845127635
0.75975,-1.8507520687979409,2.210937879976624
0.76025,-1.8553413712460596,2.206556411622919
0.76075,-1.8599383688966602,2.20217358215435
0.76125,-1.8645430989800627,2.1977893942744733
0.76175,-1.869155598953034,2.1934038506876736
0.76225,-1.873775906500713,2.189016954099175
0.76275,-1.8784040595385596,2.1846287072150337
0.76325,-1.8830400962143203,2.1802391127421448
0.76375,-1.8876840549100269,2.175848173388228
0.76425,-1.8923359742440011,2.171455891861836
0.76475,-1.89699589307289,2.167062270872348
0.76525,-1.9016638504937184,2.162667313129971
0.76575,-1.9063398858459668,2.1582710213457363
0.76625,-1.9110240387136694,2.153873398231497
0.76675,-1.9157163489275344,2.1494744464999265
0.76725,-1.9204168565670836,2.1450741688645216
0.76775,-1.925125601962825,2.1406725680395935
0.76825,-1.9298426256984371,2.1362696467402715
0.76875,-1.9345679686129866,2.1318654076824957
0.76925,-1.939301671803156,2.1274598535830274
0.76975,-1.9440437766255203,2.123052987159429
0.77025,-1.948794324698815,2.1186448111300793
0.77075,-1.9535533579062596,2.114235328214162
0.77125,-1.9583209183978865,2.109824541131668
0.77175,-1.963097048592906,2.1054124526033915
0.77225,-1.967881791182086,2.100999065350933
0.77275,-1.9726751891301761,2.0965843820966885
0.77325,-1.9774772856783378,2.092168405563858
0.77375,-1.9822881243466155,2.0877511384764365
0.77425,-1.9871077489364248,2.0833325835592187
0.77475,-1.9919362035330832,2.0789127435377894
0.77525,-1.996773532508349,2.074491621138528
0.77575,-2.0016197805230065,2.0700692190886043
0.77625,-2.006474992529464,2.065645540115981
0.77675,-2.011339213774398,2.061220586949402
0.77725,-2.016212489801412,2.0567943623184033
0.77775,-2.021094866453734,2.0523668689533
0.77825,-2.025986389876932,2.047938109585197
0.77875,-2.0308871065216914,2.0435080869459705
0.77925,-2.035797063146574,2.039076803768284
0.77975,-2.0407163068208556,2.0346442627855748
0.78025,-2.0456448849273685,2.0302104667320577
0.78075,-2.0505828451653882,2.025775418342718
0.78125,-2.055530235553539,2.02133912035332
0.78175,-2.060487104432755,2.0169015755003943
0.78225,-2.065453500469255,2.0124627865212403
0.78275,-2.0704294726575605,2.0080227561539266
0.78325,-2.0754150703235483,2.003581487137286
0.78375,-2.0804103431275296,1.9991389822109202
0.78425,-2.0854153410673884,1.994695244115184
0.78475,-2.090430114481719,1.9902502755912022
0.78525,-2.095454714053037,1.9858040793808522
0.78575,-2.1004891908109995,1.9813566582267756
0.78625,-2.1055335961356905,1.976908014872359
0.78675,-2.110587981760907,1.972458152061754
0.78725,-2.1156523997775247,1.9680070725398582
0.78775,-2.120726902636874,1.96355477905232
0.78825,-2.12581154315417,1.9591012743455383
0.78875,-2.1309063745119747,1.9546465611666588
0.78925,-2.136011450263706,1.9501906422635729
0.78975,-2.1411268243371904,1.9457335203849149
0.79025,-2.1462525510382497,1.9412751982800602
0.79075,-2.151388685054332,1.9368156786991282
0.79125,-2.1565352814581966,1.932354964392973
0.79175,-2.1616923957116296,1.927893058113188
0.79225,-2.1668600836692122,1.9234299626120996
0.79275,-2.1720384015821264,1.9189656806427733
0.79325,-2.177227406102025,1.9145002149589974
0.79375,-2.1824271542849183,1.910033568315299
0.79425,-2.1876377035951395,1.9055657434669286
0.79475,-2.192859111909333,1.901096743169867
0.79525,-2.1980914375205134,1.8966265701808152
0.79575,-2.2033347391421505,1.8921552272572026
0.79625,-2.208589075912326,1.8876827171571775
0.79675,-2.2138545073979263,1.8832090426396098
0.79725,-2.2191310935988975,1.8787342064640844
0.79775,-2.2244188949525387,1.8742582113909074
0.79825,-2.2297179723378675,1.8697810601810965
0.79875,-2.2350283870800234,1.8653027555963837
0.79925,-2.240350200954736,1.860823300399211
0.79975,-2.245683476192835,1.8563426973527337
0.80025,-2.2510282754848423,1.8518609492208125
0.80075,-2.256384661985592,1.847378058768013
0.80125,-2.261752699318929,1.842894028759608
0.80175,-2.267132451582454,1.838408861961574
0.80225,-2.2725239833523405,1.8339225611405858
0.80275,-2.2779273596882024,1.8294351290640194
0.80325,-2.28334264613803,1.824946568499947
0.80375,-2.288769908743176,1.8204568822171432
0.80425,-2.2942092140434354,1.8159660729850653
0.80475,-2.2996606290821453,1.8114741435738748
0.80525,-2.305124221411392,1.806981096754418
0.80575,-2.3106000590972604,1.8024869352982313
0.80625,-2.316088210725161,1.79799166197754
0.80675,-2.3215887454052178,1.7934952795652543
0.80725,-2.327101732777737,1.7889977908349695
0.80775,-2.332627243018736,1.784499198560962
0.80825,-2.3381653468455537,1.779999505518188
0.80875,-2.3437161155225197,1.7754987144822878
0.80925,-2.3492796208667186,1.7709968282295738
0.80975,-2.3548559352538123,1.7664938495370346
0.81025,-2.3604451316239454,1.7619897811823335
0.81075,-2.366047283487725,1.7574846259438077
0.81125,-2.371662464932289,1.7529783866004633
0.81175,-2.3772907506274437,1.7484710659319744
0.81225,-2.382932215831891,1.7439626667186816
0.81275,-2.3885869363995256,1.7394531917415963
0.81325,-2.3942549887858453,1.7349426437823832
0.81375,-2.399936450054403,1.7304310256233797
0.81425,-2.405631397883389,1.7259183400475766
0.81475,-2.4113399105722766,1.721404589838626
0.81525,-2.4170620670485627,1.7168897777808338
0.81575,-2.4227979468746,1.712373906659166
0.81625,-2.4285476302545277,1.7078569792592362
0.81675,-2.434311198041287,1.7033389983673135
0.81725,-2.4400887317437405,1.6988199667703139
0.81775,-2.4458803135338796,1.6942998872558057
0.81825,-2.451686026254146,1.6897787626119998
0.81875,-2.457505953424836,1.6852565956277534
0.81925,-2.4633401792516243,1.6807333890925642
0.81975,-2.469188788633173,1.6762091457965758
0.82025,-2.4750518671688666,1.6716838685305675
0.82075,-2.480929501166639,1.6671575600859592
0.82125,-2.4868217776509205,1.662630223254803
0.82175,-2.49272878437068,1.6581018608297908
0.82225,-2.4986506098076116,1.6535724756042396
0.82275,-2.5045873431843906,1.649042070372106
0.82325,-2.5105390744730913,1.6445106479279699
0.82375,-2.516505894403696,1.639978211067041
0.82425,-2.5224878944727362,1.6354447625851511
0.82475,-2.5284851669520445,1.6309103052787637
0.82525,-2.5344978048976543,1.6263748419449569
0.82575,-2.540525902158804,1.6218383753814334
0.82625,-2.546569553387083,1.6173009083865122
0.82675,-2.5526288540457025,1.612762443759133
0.82725,-2.5587039004189083,1.6082229842988478
0.82775,-2.564794789621525,1.6036825328058235
0.82825,-2.5709016196086383,1.5991410920808375
0.82875,-2.5770244891854133,1.5945986649252812
0.82925,-2.583163498017076,1.5900552541411501
0.82975,-2.589318746639016,1.5855108625310483
0.83025,-2.595490336467055,1.5809654928981842
0.83075,-2.601678369807853,1.5764191480463734
0.83125,-2.6078829498694946,1.5718718307800248
0.83175,-2.614104180772189,1.567323543904156
0.83225,-2.620342167559175,1.5627742902243773
0.83275,-2.6265970162077528,1.5582240725468988
0.83325,-2.6328688336405137,1.5536728936785202
0.83375,-2.6391577277366993,1.5491207564266396
0.83425,-2.645463807343769,1.5445676635992447
0.83475,-2.651787182289121,1.5400136180049093
0.83525,-2.658127963391996,1.5354586224527984
0.83575,-2.664486262475558,1.5309026797526635
0.83625,-2.670862192379171,1.5263457927148378
0.83675,-2.677255866970851,1.5217879641502383
0.83725,-2.6836674011599126,1.5172291968703624
0.83775,-2.6900969109098103,1.5126694936872873
0.83825,-2.6965445132511814,1.5081088574136676
0.83875,-2.703010326295087,1.503547290862732
0.83925,-2.709494469246459,1.4989847968482832
0.83975,-2.71599706241775,1.4944213781846998
0.84025,-2.722518227242821,1.4898570376869233
0.84075,-2.729058086291007,1.4852917781704715
0.84125,-2.735616763281443,1.480725602451424
0.84175,-2.742194383097585,1.4761585133464306
0.84225,-2.7487910718019912,1.4715905136726959
0.84275,-2.755406956651299,1.4670216062479973
0.84325,-2.762042166111483,1.4624517938906627
0.84375,-2.7686968298733223,1.457881079419584
0.84425,-2.7753710788681367,1.4533094656542058
0.84475,-2.782065045283764,1.4487369554145295
0.84525,-2.788778862580799,1.4441635515211106
0.84575,-2.795512665509101,1.4395892567950535
0.84625,-2.8022665901245585,1.4350140740580137
0.84675,-2.8090407738061374,1.4304380061321904
0.84725,-2.815835355273189,1.4258610558403386
0.84775,-2.8226504746030807,1.4212832260057446
0.84825,-2.8294862732490618,1.4167045194522478
0.84875,-2.8363428940584736,1.4121249390042239
0.84925,-2.843220481291235,1.4075444874865874
0.84975,-2.8501191806386394,1.4029631677247905
0.85025,-2.8570391392424623,1.3983809825448228
0.85075,-2.863980505714404,1.3937979347732057
0.85125,-2.870943430155834,1.3892140272369937
0.85175,-2.877928064177893,1.3846292627637693
0.85225,-2.884934560921906,1.3800436441816486
0.85275,-2.891963075080173,1.3754571743192703
